Department,Category,Month,Budget,Actual,Currency
Finance,Other Income,May 2022,168372,143734,USD
Finance,Other Income,Jun 2022,140233,122224,USD
Finance,Other Income,Jul 2022,147616,133063,USD
Finance,Other Income,Aug 2022,125225,147997,USD
Finance,Other Income,Sep 2022,156814,139594,USD
Finance,Other Income,Oct 2022,120516,117385,USD
Finance,Other Income,Nov 2022,94261,76596,USD
Finance,Other Income,Dec 2022,64027,71330,USD
Finance,Other Income,Jan 2023,93367,92912,USD
Finance,Other Income,Feb 2023,117480,88655,USD
Finance,Other Income,Mar 2023,198577,232144,USD
Finance,Other Income,Apr 2023,122582,127889,USD
Finance,Other Income,May 2023,60145,72264,USD
Finance,Other Income,Jun 2023,193965,156975,USD
Finance,Other Income,Jul 2023,71324,55341,USD
Finance,Other Income,Aug 2023,89256,71558,USD
Finance,Other Income,Sep 2023,149824,128548,USD
Finance,Other Income,Oct 2023,121480,94320,USD
Finance,Other Income,Nov 2023,96266,87672,USD
Finance,Other Income,Dec 2023,123032,134526,USD
Finance,Other Income,Jan 2024,114531,86700,USD
Finance,Other Income,Feb 2024,101467,85730,USD
Finance,Other Income,Mar 2024,169984,137166,USD
Finance,Other Income,Apr 2024,181306,211097,USD
Finance,Other Income,May 2024,81105,70804,USD
Finance,Other Income,Jun 2024,120688,132309,USD
Finance,Other Income,Jul 2024,194204,237017,USD
Finance,Other Income,Aug 2024,89095,103447,USD
Finance,Other Income,Sep 2024,114505,116988,USD
Finance,Other Income,Oct 2024,171916,196693,USD
Finance,Other Income,Nov 2024,61362,66845,USD
Finance,Other Income,Dec 2024,146327,117161,USD
IT,Revenue,Jan 2022,284550,231420,USD
IT,Revenue,Feb 2022,516137,579910,USD
IT,Revenue,Mar 2022,599353,481025,USD
IT,Revenue,Apr 2022,340942,329448,USD
IT,Revenue,May 2022,504374,383760,USD
IT,Revenue,Jun 2022,529261,513519,USD
IT,Revenue,Jul 2022,530020,589126,USD
IT,Revenue,Aug 2022,268903,317470,USD
IT,Revenue,Sep 2022,365506,344200,USD
IT,Revenue,Oct 2022,550158,583788,USD
IT,Revenue,Nov 2022,349717,304447,USD
IT,Revenue,Dec 2022,439918,386570,USD
IT,Revenue,Jan 2023,589122,608482,USD
IT,Revenue,Feb 2023,490380,513070,USD
IT,Revenue,Mar 2023,520730,570997,USD
IT,Revenue,Apr 2023,346154,415874,USD
IT,Revenue,May 2023,276256,290755,USD
IT,Revenue,Jun 2023,280056,279620,USD
IT,Revenue,Jul 2023,575968,439715,USD
IT,Revenue,Aug 2023,574274,670471,USD
IT,Revenue,Sep 2023,519341,496708,USD
IT,Revenue,Oct 2023,327013,383695,USD
IT,Revenue,Nov 2023,456171,412852,USD
IT,Revenue,Dec 2023,421672,367410,USD
IT,Revenue,Jan 2024,415843,456455,USD
IT,Revenue,Feb 2024,525070,535523,USD
IT,Revenue,Mar 2024,375481,325484,USD
IT,Revenue,Apr 2024,279352,325366,USD
IT,Revenue,May 2024,599164,526371,USD
IT,Revenue,Jun 2024,520476,590454,USD
IT,Revenue,Jul 2024,391729,319568,USD
IT,Revenue,Aug 2024,550367,603496,USD
IT,Revenue,Sep 2024,334672,259759,USD
IT,Revenue,Oct 2024,586946,666477,USD
IT,Revenue,Nov 2024,443505,362454,USD
IT,Revenue,Dec 2024,597492,556722,USD
IT,COGS,Jan 2022,80449,87637,USD
IT,COGS,Feb 2022,167414,189127,USD
IT,COGS,Mar 2022,73985,80630,USD
IT,COGS,Apr 2022,168091,188727,USD
IT,COGS,May 2022,100420,93945,USD
IT,COGS,Jun 2022,186961,181057,USD
IT,COGS,Jul 2022,101260,105549,USD
IT,COGS,Aug 2022,69790,72153,USD
IT,COGS,Sep 2022,87142,72286,USD
IT,COGS,Oct 2022,124053,135967,USD
IT,COGS,Nov 2022,73084,69533,USD
IT,COGS,Dec 2022,158349,194121,USD
IT,COGS,Jan 2023,140135,136368,USD
IT,COGS,Feb 2023,165495,189711,USD
IT,COGS,Mar 2023,95256,75043,USD
IT,COGS,Apr 2023,107340,87030,USD
IT,COGS,May 2023,111673,88603,USD
IT,COGS,Jun 2023,179975,211241,USD
IT,COGS,Jul 2023,108557,98637,USD
IT,COGS,Aug 2023,157030,142529,USD
IT,COGS,Sep 2023,66475,72063,USD
IT,COGS,Oct 2023,168160,162313,USD
IT,COGS,Nov 2023,130719,99933,USD
IT,COGS,Dec 2023,87404,102808,USD
IT,COGS,Jan 2024,171329,168162,USD
IT,COGS,Feb 2024,198273,196600,USD
IT,COGS,Mar 2024,106868,96082,USD
IT,COGS,Apr 2024,167905,151596,USD
IT,COGS,May 2024,104426,106142,USD
IT,COGS,Jun 2024,198731,196536,USD
IT,COGS,Jul 2024,97085,116804,USD
IT,COGS,Aug 2024,92206,97678,USD
IT,COGS,Sep 2024,175275,140232,USD
IT,COGS,Oct 2024,145175,156358,USD
IT,COGS,Nov 2024,150633,125326,USD
IT,COGS,Dec 2024,140597,166701,USD
IT,Operating Expenses,Jan 2022,154279,157500,USD
IT,Operating Expenses,Feb 2022,190849,187233,USD
IT,Operating Expenses,Mar 2022,105627,119385,USD
IT,Operating Expenses,Apr 2022,71393,78059,USD
IT,Operating Expenses,May 2022,98492,99230,USD
IT,Operating Expenses,Jun 2022,99024,75962,USD
IT,Operating Expenses,Jul 2022,172124,143292,USD
IT,Operating Expenses,Aug 2022,165289,186026,USD
IT,Operating Expenses,Sep 2022,192887,189198,USD
IT,Operating Expenses,Oct 2022,136282,159419,USD
IT,Operating Expenses,Nov 2022,154190,174363,USD
IT,Operating Expenses,Dec 2022,198163,173890,USD
IT,Operating Expenses,Jan 2023,174963,168266,USD
IT,Operating Expenses,Feb 2023,138277,149892,USD
IT,Operating Expenses,Mar 2023,64231,59641,USD
IT,Operating Expenses,Apr 2023,153654,125140,USD
IT,Operating Expenses,May 2023,130799,124065,USD
IT,Operating Expenses,Jun 2023,85059,103286,USD
IT,Operating Expenses,Jul 2023,193444,156726,USD
IT,Operating Expenses,Aug 2023,191062,215919,USD
IT,Operating Expenses,Sep 2023,178196,182155,USD
IT,Operating Expenses,Oct 2023,132142,131109,USD
IT,Operating Expenses,Nov 2023,69523,66252,USD
IT,Operating Expenses,Dec 2023,182208,170307,USD
IT,Operating Expenses,Jan 2024,96651,79728,USD
IT,Operating Expenses,Feb 2024,162677,166030,USD
IT,Operating Expenses,Mar 2024,125990,112559,USD
IT,Operating Expenses,Apr 2024,163677,145886,USD
IT,Operating Expenses,May 2024,115232,137530,USD
IT,Operating Expenses,Jun 2024,126900,100461,USD
IT,Operating Expenses,Jul 2024,80161,81782,USD
IT,Operating Expenses,Aug 2024,60420,66525,USD
IT,Operating Expenses,Sep 2024,93084,71449,USD
IT,Operating Expenses,Oct 2024,198357,180203,USD
IT,Operating Expenses,Nov 2024,119102,137149,USD
IT,Operating Expenses,Dec 2024,72772,82807,USD
IT,Other Income,Jan 2022,142423,144037,USD
IT,Other Income,Feb 2022,108554,100117,USD
IT,Other Income,Mar 2022,145420,158016,USD
IT,Other Income,Apr 2022,67192,51205,USD
IT,Other Income,May 2022,60479,49771,USD
IT,Other Income,Jun 2022,198347,169434,USD
IT,Other Income,Jul 2022,195227,172536,USD
IT,Other Income,Aug 2022,161125,137862,USD
IT,Other Income,Sep 2022,81381,90656,USD
IT,Other Income,Oct 2022,96439,83654,USD
IT,Other Income,Nov 2022,171261,178885,USD
IT,Other Income,Dec 2022,117522,131488,USD
IT,Other Income,Jan 2023,133119,150592,USD
IT,Other Income,Feb 2023,170319,163384,USD
IT,Other Income,Mar 2023,135906,158287,USD
IT,Other Income,Apr 2023,161069,152237,USD
IT,Other Income,May 2023,199062,196418,USD
IT,Other Income,Jun 2023,134390,134868,USD
IT,Other Income,Jul 2023,183044,165599,USD
IT,Other Income,Aug 2023,88923,96251,USD
IT,Other Income,Sep 2023,105112,129574,USD
IT,Other Income,Oct 2023,94632,116963,USD
IT,Other Income,Nov 2023,110798,88538,USD
IT,Other Income,Dec 2023,178473,144872,USD
IT,Other Income,Jan 2024,66372,61870,USD
IT,Other Income,Feb 2024,82662,66615,USD
IT,Other Income,Mar 2024,98625,91273,USD
IT,Other Income,Apr 2024,87941,72431,USD
IT,Other Income,May 2024,84890,68416,USD
IT,Other Income,Jun 2024,109793,95420,USD
IT,Other Income,Jul 2024,152639,156038,USD
IT,Other Income,Aug 2024,150904,144824,USD
IT,Other Income,Sep 2024,111520,101670,USD
IT,Other Income,Oct 2024,162133,177246,USD
IT,Other Income,Nov 2024,95789,113405,USD
IT,Other Income,Dec 2024,172555,152370,USD
Operations,Revenue,Jan 2022,347860,266396,USD
Operations,Revenue,Feb 2022,445206,464508,USD
Operations,Revenue,Mar 2022,424242,442377,USD
Operations,Revenue,Apr 2022,443382,357526,USD
Operations,Revenue,May 2022,262181,283881,USD
Operations,Revenue,Jun 2022,589017,691387,USD
Operations,Revenue,Jul 2022,485960,488174,USD
Operations,Revenue,Aug 2022,436141,379920,USD
Operations,Revenue,Sep 2022,338302,395043,USD
Operations,Revenue,Oct 2022,547426,654674,USD
Operations,Revenue,Nov 2022,455150,383921,USD
Operations,Revenue,Dec 2022,317682,279354,USD
Operations,Revenue,Jan 2023,368744,399262,USD
Operations,Revenue,Feb 2023,391067,322708,USD
Operations,Revenue,Mar 2023,313974,278514,USD
Operations,Revenue,Apr 2023,266233,327975,USD
Operations,Revenue,May 2023,463305,413402,USD
Operations,Revenue,Jun 2023,578873,522953,USD
Operations,Revenue,Jul 2023,261789,206056,USD
Operations,Revenue,Aug 2023,341214,271038,USD
Operations,Revenue,Sep 2023,464736,580651,USD
Operations,Revenue,Oct 2023,451661,356211,USD
Operations,Revenue,Nov 2023,502866,415164,USD
Operations,Revenue,Dec 2023,446616,391932,USD
Operations,Revenue,Jan 2024,346884,297562,USD
Operations,Revenue,Feb 2024,538553,429106,USD
Operations,Revenue,Mar 2024,345384,292235,USD
Operations,Revenue,Apr 2024,336332,313010,USD
Operations,Revenue,May 2024,280517,310369,USD
Operations,Revenue,Jun 2024,260986,286948,USD
Operations,Revenue,Jul 2024,381744,469153,USD
Operations,Revenue,Aug 2024,382908,287643,USD
Operations,Revenue,Sep 2024,291342,250248,USD
Operations,Revenue,Oct 2024,295744,311448,USD
Operations,Revenue,Nov 2024,457599,413021,USD
Operations,Revenue,Dec 2024,272770,304782,USD
Operations,COGS,Jan 2022,161373,143111,USD
Operations,COGS,Feb 2022,154594,146557,USD
Operations,COGS,Mar 2022,160559,122351,USD
Operations,COGS,Apr 2022,181893,158563,USD
Operations,COGS,May 2022,125546,135679,USD
Operations,COGS,Jun 2022,143982,109328,USD
Operations,COGS,Jul 2022,126549,120345,USD
Operations,COGS,Aug 2022,142865,151904,USD
Operations,COGS,Sep 2022,104291,103596,USD
Operations,COGS,Oct 2022,140551,153191,USD
Operations,COGS,Nov 2022,116810,109982,USD
Operations,COGS,Dec 2022,121828,146411,USD
Operations,COGS,Jan 2023,189179,169709,USD
Operations,COGS,Feb 2023,197508,226727,USD
Operations,COGS,Mar 2023,101989,123088,USD
Operations,COGS,Apr 2023,117761,122971,USD
Operations,COGS,May 2023,83979,70518,USD
Operations,COGS,Jun 2023,70462,58042,USD
Operations,COGS,Jul 2023,190602,219622,USD
Operations,COGS,Aug 2023,143502,126521,USD
Operations,COGS,Sep 2023,178883,143728,USD
Operations,COGS,Oct 2023,165699,198616,USD
Operations,COGS,Nov 2023,114275,107226,USD
Operations,COGS,Dec 2023,161063,124816,USD
Operations,COGS,Jan 2024,136540,121974,USD
Operations,COGS,Feb 2024,179088,139174,USD
Operations,COGS,Mar 2024,95282,83633,USD
Operations,COGS,Apr 2024,148593,180067,USD
Operations,COGS,May 2024,70887,83888,USD
Operations,COGS,Jun 2024,192211,189158,USD
Operations,COGS,Jul 2024,105585,101204,USD
Operations,COGS,Aug 2024,189624,229827,USD
Operations,COGS,Sep 2024,185259,170640,USD
Operations,COGS,Oct 2024,179436,145821,USD
Operations,COGS,Nov 2024,164687,195427,USD
Operations,COGS,Dec 2024,77726,89975,USD
Operations,Operating Expenses,Jan 2022,162767,144707,USD
Operations,Operating Expenses,Feb 2022,113147,92337,USD
Operations,Operating Expenses,Mar 2022,157011,144620,USD
Operations,Operating Expenses,Apr 2022,95207,88287,USD
Operations,Operating Expenses,May 2022,66061,58265,USD
Operations,Operating Expenses,Jun 2022,107736,127473,USD
Operations,Operating Expenses,Jul 2022,129236,106405,USD
Operations,Operating Expenses,Aug 2022,87308,72507,USD
Operations,Operating Expenses,Sep 2022,151138,161495,USD
Operations,Operating Expenses,Oct 2022,115747,136048,USD
Operations,Operating Expenses,Nov 2022,75998,79167,USD
Operations,Operating Expenses,Dec 2022,191602,206835,USD
Operations,Operating Expenses,Jan 2023,133231,120359,USD
Operations,Operating Expenses,Feb 2023,126813,130470,USD
Operations,Operating Expenses,Mar 2023,185013,207772,USD
Operations,Operating Expenses,Apr 2023,168081,194552,USD
Operations,Operating Expenses,May 2023,126114,119661,USD
Operations,Operating Expenses,Jun 2023,148587,180993,USD
Operations,Operating Expenses,Jul 2023,157948,168441,USD
Operations,Operating Expenses,Aug 2023,90390,79960,USD
Operations,Operating Expenses,Sep 2023,81260,90365,USD
Operations,Operating Expenses,Oct 2023,88752,75396,USD
Operations,Operating Expenses,Nov 2023,177348,141942,USD
Operations,Operating Expenses,Dec 2023,179354,189647,USD
Operations,Operating Expenses,Jan 2024,156075,187463,USD
Operations,Operating Expenses,Feb 2024,191179,189105,USD
Operations,Operating Expenses,Mar 2024,179676,198195,USD
Operations,Operating Expenses,Apr 2024,157120,123722,USD
Operations,Operating Expenses,May 2024,86673,73214,USD
Operations,Operating Expenses,Jun 2024,168925,198578,USD
Operations,Operating Expenses,Jul 2024,71329,62454,USD
Operations,Operating Expenses,Aug 2024,161017,158131,USD
Operations,Operating Expenses,Sep 2024,159453,171969,USD
Operations,Operating Expenses,Oct 2024,147517,134944,USD
Operations,Operating Expenses,Nov 2024,89799,74722,USD
Operations,Operating Expenses,Dec 2024,187437,191679,USD
Operations,Other Income,Jan 2022,191120,179030,USD
Operations,Other Income,Feb 2022,193262,226147,USD
Operations,Other Income,Mar 2022,99900,99911,USD
Operations,Other Income,Apr 2022,189985,229322,USD
Operations,Other Income,May 2022,88767,66760,USD
Operations,Other Income,Jun 2022,178661,209401,USD
Operations,Other Income,Jul 2022,85080,99889,USD
Operations,Other Income,Aug 2022,106905,118219,USD
Operations,Other Income,Sep 2022,76017,79112,USD
Operations,Other Income,Oct 2022,181613,147861,USD
Operations,Other Income,Nov 2022,131933,137871,USD
Operations,Other Income,Dec 2022,159315,191084,USD
Operations,Other Income,Jan 2023,68456,76694,USD
Operations,Other Income,Feb 2023,91227,70957,USD
Operations,Other Income,Mar 2023,67094,63899,USD
Operations,Other Income,Apr 2023,172819,141970,USD
Operations,Other Income,May 2023,81847,73323,USD
Operations,Other Income,Jun 2023,150039,130277,USD
Operations,Other Income,Jul 2023,112323,96591,USD
Operations,Other Income,Aug 2023,180732,137174,USD
Operations,Other Income,Sep 2023,145782,173578,USD
Operations,Other Income,Oct 2023,142358,162256,USD
Operations,Other Income,Nov 2023,95234,102599,USD
Operations,Other Income,Dec 2023,178324,146882,USD
Operations,Other Income,Jan 2024,165260,186507,USD
Operations,Other Income,Feb 2024,64062,67935,USD
Operations,Other Income,Mar 2024,79780,81791,USD
Operations,Other Income,Apr 2024,190436,177981,USD
Operations,Other Income,May 2024,88697,91769,USD
Operations,Other Income,Jun 2024,137072,118912,USD
Operations,Other Income,Jul 2024,138106,122052,USD
Operations,Other Income,Aug 2024,197075,151494,USD
Operations,Other Income,Sep 2024,165690,168840,USD
Operations,Other Income,Oct 2024,157009,140233,USD
Operations,Other Income,Nov 2024,142806,140651,USD
Operations,Other Income,Dec 2024,166562,195834,USD
